0 1 10
1 2 11
2 3 12
3 4 13
4 5 14
5 6 15
6 7 16
7 8 17
8 9 18
10 11 21
10 1 11
11 12 22
11 2 12
12 13 23
12 3 13
13 14 24
13 4 14
14 15 25
14 5 15
15 16 26
15 6 16
16 17 27
16 7 17
17 18 28
17 8 18
18 19 29
18 9 19
20 21 30
20 10 21
21 22 31
21 11 22
22 23 32
22 12 23
23 24 33
23 13 24
24 25 34
24 14 25
25 26 35
25 15 26
26 27 36
26 16 27
27 28 37
27 17 28
28 29 38
28 18 29
30 31 41
30 21 31
31 32 42
31 22 32
32 33 43
32 23 33
33 34 44
33 24 34
34 35 45
34 25 35
35 36 46
35 26 36
36 37 47
36 27 37
37 38 48
37 28 38
38 39 49
38 29 39
40 41 50
40 30 41
41 42 51
41 31 42
42 43 52
42 32 43
43 44 53
43 33 44
44 45 54
44 34 45
45 46 55
45 35 46
46 47 56
46 36 47
47 48 57
47 37 48
48 49 58
48 38 49
50 51 61
50 41 51
51 52 62
51 42 52
52 53 63
52 43 53
53 54 64
53 44 54
54 55 65
54 45 55
55 56 66
55 46 56
56 57 67
56 47 57
57 58 68
57 48 58
58 59 69
58 49 59
60 61 70
60 50 61
61 62 71
61 51 62
62 63 72
62 52 63
63 64 73
63 53 64
64 65 74
64 54 65
65 66 75
65 55 66
66 67 76
66 56 67
67 68 77
67 57 68
68 69 78
68 58 69
70 71 81
70 61 71
71 72 82
71 62 72
72 73 83
72 63 73
73 74 84
73 64 74
74 75 85
74 65 75
75 76 86
75 66 76
76 77 87
76 67 77
77 78 88
77 68 78
78 79 89
78 69 79
80 81 90
80 70 81
81 82 91
81 71 82
82 83 92
82 72 83
83 84 93
83 73 84
84 85 94
84 74 85
85 86 95
85 75 86
86 87 96
86 76 87
87 88 97
87 77 88
88 89 98
88 78 89
90 91 101
90 81 91
91 92 102
91 82 92
92 93 103
92 83 93
93 94 104
93 84 94
94 95 105
94 85 95
95 96 106
95 86 96
96 97 107
96 87 97
97 98 108
97 88 98
98 99 109
98 89 99
100 90 101
101 91 102
102 92 103
103 93 104
104 94 105
105 95 106
106 96 107
107 97 108
108 98 109
